epoch 1, training...
batch No.1148, time cost : 5.313380241394043, loss is : 0.9546105557842786
batch No.1149, time cost : 5.4418909549713135, loss is : 0.5885329936621444
batch No.1150, time cost : 5.315509796142578, loss is : 0.8783192723442741
batch No.1151, time cost : 5.325105428695679, loss is : 0.754873356720513
batch No.1152, time cost : 5.3844194412231445, loss is : 0.9117117480317816
batch No.1153, time cost : 5.281494855880737, loss is : 0.5332538490977152
batch No.1154, time cost : 5.304969310760498, loss is : 0.9461164510816078
batch No.1155, time cost : 5.321969747543335, loss is : 0.8308764149618364
batch No.1156, time cost : 5.305523633956909, loss is : 0.7882200056365496
batch No.1157, time cost : 5.291792631149292, loss is : 0.7207766054786616
batch No.1158, time cost : 5.290729761123657, loss is : 0.5855260357981628
batch No.1159, time cost : 5.2927446365356445, loss is : 0.8378448046672484
batch No.1160, time cost : 5.298873662948608, loss is : 0.7738500821929628
batch No.1161, time cost : 5.322007179260254, loss is : 0.6942637136734349
batch No.1162, time cost : 5.308662176132202, loss is : 0.8456328638038528
batch No.1163, time cost : 5.30159068107605, loss is : 0.734753076964199
batch No.1164, time cost : 5.314266920089722, loss is : 0.6992679166653564
batch No.1165, time cost : 5.299645662307739, loss is : 0.8570373478151179
batch No.1166, time cost : 5.2727460861206055, loss is : 0.9352592476573867
batch No.1167, time cost : 5.300172567367554, loss is : 0.8240872230099924
batch No.1168, time cost : 5.293123483657837, loss is : 0.9834074232380865
batch No.1169, time cost : 5.342811584472656, loss is : 0.9497958217153759
batch No.1170, time cost : 5.304288148880005, loss is : 0.7792647841022156
batch No.1171, time cost : 5.296339750289917, loss is : 0.7946089748428276
batch No.1172, time cost : 5.321951627731323, loss is : 0.9692211022448682
batch No.1173, time cost : 5.296520709991455, loss is : 0.5442759167261337
batch No.1174, time cost : 5.281813144683838, loss is : 0.8400333863126935
batch No.1175, time cost : 5.330474376678467, loss is : 0.5921265081242004
batch No.1176, time cost : 5.285364627838135, loss is : 0.7413473973738351
batch No.1177, time cost : 5.305555105209351, loss is : 0.8360503824535155
batch No.1178, time cost : 5.280132055282593, loss is : 0.5947898083430754
batch No.1179, time cost : 5.340101480484009, loss is : 0.9742909810032245
batch No.1180, time cost : 5.330299377441406, loss is : 0.8654843080495077
batch No.1181, time cost : 5.272343635559082, loss is : 0.9365580536561149
batch No.1182, time cost : 5.269733905792236, loss is : 0.5531595427944145
batch No.1183, time cost : 5.279582262039185, loss is : 0.7219801644897151
batch No.1184, time cost : 5.313398361206055, loss is : 0.6964854625338308
batch No.1185, time cost : 5.307368516921997, loss is : 0.6292170826563925
batch No.1186, time cost : 5.308838605880737, loss is : 0.606878130597629
batch No.1187, time cost : 5.342111110687256, loss is : 0.781988810294092
batch No.1188, time cost : 5.343402862548828, loss is : 0.7457166158216844
batch No.1189, time cost : 5.328457832336426, loss is : 0.6304089009606443
batch No.1190, time cost : 5.320199012756348, loss is : 0.4440237141291478
batch No.1191, time cost : 5.316508531570435, loss is : 0.562849300941219
batch No.1192, time cost : 5.3398919105529785, loss is : 0.6476829752389078
batch No.1193, time cost : 5.329835891723633, loss is : 1.0671813644660935
batch No.1194, time cost : 5.328649997711182, loss is : 0.5747083640932882
batch No.1195, time cost : 5.333398818969727, loss is : 0.6515758028032101
batch No.1196, time cost : 5.32422399520874, loss is : 0.43426995033520127
batch No.1197, time cost : 5.341311454772949, loss is : 0.6092610484340718
batch No.1198, time cost : 5.303276062011719, loss is : 0.514120712406337
batch No.1199, time cost : 5.340021133422852, loss is : 0.6137811375687477
batch No.1200, time cost : 5.3157219886779785, loss is : 0.6217677023740787
batch No.1201, time cost : 5.308532238006592, loss is : 0.6836670626785915
batch No.1202, time cost : 5.290569305419922, loss is : 0.7717988454546744
batch No.1203, time cost : 5.352121829986572, loss is : 0.947417963150604
batch No.1204, time cost : 6.032786846160889, loss is : 0.6361300996676452
batch No.1205, time cost : 5.457212209701538, loss is : 0.5216693748030535
batch No.1206, time cost : 5.348756790161133, loss is : 0.9268161651119793
batch No.1207, time cost : 5.32710599899292, loss is : 0.5104895157989451
batch No.1208, time cost : 5.312265396118164, loss is : 0.9187720742621162
batch No.1209, time cost : 5.336431264877319, loss is : 0.8016148510371485
batch No.1210, time cost : 5.341882705688477, loss is : 0.6038366913721158
batch No.1211, time cost : 5.3046252727508545, loss is : 0.6891003779612368
batch No.1212, time cost : 5.364132404327393, loss is : 0.49422447597288105
batch No.1213, time cost : 5.33703088760376, loss is : 0.6284779635145812
batch No.1214, time cost : 5.370373010635376, loss is : 0.6510097282408058
batch No.1215, time cost : 5.384759187698364, loss is : 1.1536955731655825
batch No.1216, time cost : 5.310492515563965, loss is : 0.8156729442175645
batch No.1217, time cost : 5.355907917022705, loss is : 0.5433231382107525
batch No.1218, time cost : 5.298437833786011, loss is : 0.8271033110426432
batch No.1219, time cost : 5.33906626701355, loss is : 0.7729887231849162
batch No.1220, time cost : 5.348727703094482, loss is : 0.5839829993966716
batch No.1221, time cost : 5.325769662857056, loss is : 0.8504029144943486
batch No.1222, time cost : 5.302164554595947, loss is : 0.6070431681320718
batch No.1223, time cost : 5.3586955070495605, loss is : 0.6889190683832994
batch No.1224, time cost : 5.37079644203186, loss is : 0.4836472366691265
batch No.1225, time cost : 5.32351541519165, loss is : 0.584690323027261
batch No.1226, time cost : 5.330578327178955, loss is : 0.6180475397242969
batch No.1227, time cost : 5.33904767036438, loss is : 0.7422683479682881
batch No.1228, time cost : 5.307912349700928, loss is : 0.45187025083352816
batch No.1229, time cost : 5.324592351913452, loss is : 0.41687028365091827
batch No.1230, time cost : 5.308713436126709, loss is : 0.7616488116804809
batch No.1231, time cost : 5.30500602722168, loss is : 0.6546298791780203
batch No.1232, time cost : 5.331692457199097, loss is : 0.6378991765169011
batch No.1233, time cost : 5.3176963329315186, loss is : 0.7822594349802011
batch No.1234, time cost : 5.325829982757568, loss is : 1.010382710927117
batch No.1235, time cost : 5.317137956619263, loss is : 0.8791449603778086
batch No.1236, time cost : 5.3194568157196045, loss is : 0.5522382800650888
batch No.1237, time cost : 5.318558692932129, loss is : 0.7629410261626882
batch No.1238, time cost : 5.300848722457886, loss is : 0.5161297468254565
batch No.1239, time cost : 5.336299180984497, loss is : 0.6849746798565579
batch No.1240, time cost : 5.322525978088379, loss is : 0.6164910666079204
batch No.1241, time cost : 5.309704780578613, loss is : 0.3727359914872649
batch No.1242, time cost : 5.305851459503174, loss is : 0.8834550110110437
batch No.1243, time cost : 5.31370210647583, loss is : 0.39252313816985296
batch No.1244, time cost : 5.328255653381348, loss is : 0.708488601012399
batch No.1245, time cost : 5.335111856460571, loss is : 0.596151105986016
batch No.1246, time cost : 5.316891193389893, loss is : 0.7004549165247876
batch No.1247, time cost : 5.361509323120117, loss is : 0.6880504539413966
batch No.1248, time cost : 5.297687530517578, loss is : 0.7127131326281956
batch No.1249, time cost : 5.341444492340088, loss is : 0.8432252623173108
batch No.1250, time cost : 5.397560119628906, loss is : 0.9355735359395831
batch No.1251, time cost : 5.330074787139893, loss is : 0.4286644738475465
batch No.1252, time cost : 5.282203197479248, loss is : 1.0800191046936276
batch No.1253, time cost : 5.307276010513306, loss is : 0.9738646826720209
batch No.1254, time cost : 5.322452783584595, loss is : 0.5228144103303058
batch No.1255, time cost : 5.309124231338501, loss is : 0.698742693406466
batch No.1256, time cost : 5.314054012298584, loss is : 0.5424836336446692
batch No.1257, time cost : 5.30102801322937, loss is : 1.0274802411871478
batch No.1258, time cost : 5.316895246505737, loss is : 0.8968236525376432
batch No.1259, time cost : 5.333124399185181, loss is : 0.9399622029542715
batch No.1260, time cost : 5.376627445220947, loss is : 0.5864200581286003
batch No.1261, time cost : 5.316694736480713, loss is : 0.6362546131258286
batch No.1262, time cost : 5.337092638015747, loss is : 0.7375995196067966
batch No.1263, time cost : 5.321590423583984, loss is : 0.7397107936062481
batch No.1264, time cost : 5.296233654022217, loss is : 0.6998679267334513
batch No.1265, time cost : 5.300149202346802, loss is : 0.7739031834095866
batch No.1266, time cost : 5.323149919509888, loss is : 0.677195380838026
batch No.1267, time cost : 5.3166351318359375, loss is : 0.7967924544019964
batch No.1268, time cost : 5.3426783084869385, loss is : 0.5001566864742206
batch No.1269, time cost : 5.346234560012817, loss is : 0.9690195768503519
batch No.1270, time cost : 5.288962364196777, loss is : 0.9773385225850364
batch No.1271, time cost : 5.301393985748291, loss is : 0.748171788037809
batch No.1272, time cost : 5.33503794670105, loss is : 0.7646587291410997
batch No.1273, time cost : 5.294621229171753, loss is : 0.8468154567653278
batch No.1274, time cost : 5.302736282348633, loss is : 0.606926647318701
batch No.1275, time cost : 5.298427581787109, loss is : 0.6788964289749471
batch No.1276, time cost : 5.321501970291138, loss is : 0.7189875610003886
batch No.1277, time cost : 5.290017604827881, loss is : 0.7659574193303568
batch No.1278, time cost : 5.300600051879883, loss is : 0.6988051394496353
batch No.1279, time cost : 5.33968186378479, loss is : 0.687330801594809
batch No.1280, time cost : 5.336912155151367, loss is : 0.7814576486232473
batch No.1281, time cost : 5.311738729476929, loss is : 0.9326121585879017
batch No.1282, time cost : 5.294591188430786, loss is : 0.6492250785271734
batch No.1283, time cost : 5.315356016159058, loss is : 0.5615432795076761
batch No.1284, time cost : 5.3752827644348145, loss is : 0.8360054760836336
batch No.1285, time cost : 5.296211242675781, loss is : 0.6867670132807536
batch No.1286, time cost : 5.302583694458008, loss is : 0.6929632956527778
batch No.1287, time cost : 5.371391773223877, loss is : 0.9337583876024922
batch No.1288, time cost : 5.337743043899536, loss is : 0.43080867453294003
batch No.1289, time cost : 5.358354806900024, loss is : 0.6284191762781005
batch No.1290, time cost : 5.306716680526733, loss is : 0.6006356098723664
batch No.1291, time cost : 5.308850288391113, loss is : 0.8561449814856378
batch No.1292, time cost : 5.294814586639404, loss is : 0.6660938370594471
batch No.1293, time cost : 5.325268507003784, loss is : 0.9150113803600219
batch No.1294, time cost : 5.3127100467681885, loss is : 0.6846820073442851
batch No.1295, time cost : 5.303229093551636, loss is : 0.848953381951045
batch No.1296, time cost : 5.346836805343628, loss is : 1.2020849884075762
batch No.1297, time cost : 5.344428062438965, loss is : 0.761633826222561
batch No.1298, time cost : 5.327743053436279, loss is : 1.0993348060792458
batch No.1299, time cost : 5.359357595443726, loss is : 0.7226364010510808
batch No.1300, time cost : 5.347317695617676, loss is : 0.7867513225413003
batch No.1301, time cost : 5.337571620941162, loss is : 0.666044290879918
batch No.1302, time cost : 5.322814702987671, loss is : 0.7238578279580626
batch No.1303, time cost : 5.317057371139526, loss is : 0.9829757882567182
batch No.1304, time cost : 5.322413682937622, loss is : 0.7569866001155727
batch No.1305, time cost : 5.347663640975952, loss is : 0.6123919113598197
batch No.1306, time cost : 5.336364030838013, loss is : 0.8745525349088278
batch No.1307, time cost : 5.346176385879517, loss is : 0.6739894545509273
batch No.1308, time cost : 5.30510687828064, loss is : 1.0002750205386242
batch No.1309, time cost : 5.33069109916687, loss is : 0.9585723084014312
batch No.1310, time cost : 5.346189022064209, loss is : 0.5832038382391018
batch No.1311, time cost : 5.318649768829346, loss is : 0.4697318673175669
batch No.1312, time cost : 5.3664329051971436, loss is : 0.610620663965826
batch No.1313, time cost : 5.31026029586792, loss is : 0.8270929341612014
batch No.1314, time cost : 5.333551406860352, loss is : 0.9597690093882628
batch No.1315, time cost : 5.34167742729187, loss is : 0.6550497033259279
batch No.1316, time cost : 5.3402183055877686, loss is : 0.7077751911187398
batch No.1317, time cost : 5.35884952545166, loss is : 0.5412481495430628
batch No.1318, time cost : 5.3214967250823975, loss is : 0.5130753666874475
batch No.1319, time cost : 5.299716472625732, loss is : 1.103780112636355
batch No.1320, time cost : 5.345343589782715, loss is : 0.9640438475862516
batch No.1321, time cost : 5.307246208190918, loss is : 0.6313217046003048
batch No.1322, time cost : 5.319782733917236, loss is : 0.6698272162658988
batch No.1323, time cost : 5.34520411491394, loss is : 0.9736575250791267
batch No.1324, time cost : 5.366082191467285, loss is : 0.5990937341579463
batch No.1325, time cost : 5.343406438827515, loss is : 1.0162429182368888
batch No.1326, time cost : 5.3036510944366455, loss is : 0.773248423464195
batch No.1327, time cost : 5.3399457931518555, loss is : 0.7317811105212049
batch No.1328, time cost : 5.355540990829468, loss is : 0.6313842246056695
batch No.1329, time cost : 5.3106303215026855, loss is : 0.6556758992495699
batch No.1330, time cost : 5.320397615432739, loss is : 0.6427435091876382
batch No.1331, time cost : 5.36113977432251, loss is : 0.8976804499428226
batch No.1332, time cost : 5.355671167373657, loss is : 0.7685089114005054
batch No.1333, time cost : 5.318816661834717, loss is : 0.5393275100681981
batch No.1334, time cost : 5.312424182891846, loss is : 0.6738191855195534
batch No.1335, time cost : 5.311822175979614, loss is : 1.596720364653116
batch No.1336, time cost : 5.309303283691406, loss is : 0.7282890993989344
batch No.1337, time cost : 5.293729543685913, loss is : 1.1923414321294563
batch No.1338, time cost : 5.370288848876953, loss is : 1.4346045680126809
batch No.1339, time cost : 5.305384635925293, loss is : 0.843216256379572
batch No.1340, time cost : 5.348955869674683, loss is : 1.395147498167281
batch No.1341, time cost : 5.338223695755005, loss is : 0.7332050045144691
batch No.1342, time cost : 5.336873292922974, loss is : 0.9155667416137563
batch No.1343, time cost : 5.323218107223511, loss is : 1.06231351308262
batch No.1344, time cost : 5.340880632400513, loss is : 0.9749728595140167
batch No.1345, time cost : 5.333799839019775, loss is : 0.9658386275176036
batch No.1346, time cost : 5.318243741989136, loss is : 1.0004429669238932
batch No.1347, time cost : 5.316894292831421, loss is : 0.5386288048800627
batch No.1348, time cost : 5.311232566833496, loss is : 0.5947317185165506
batch No.1349, time cost : 5.3450422286987305, loss is : 0.7460090643822272
batch No.1350, time cost : 5.321049451828003, loss is : 0.6604734804716159
batch No.1351, time cost : 5.36342453956604, loss is : 1.5050827682544905
batch No.1352, time cost : 5.3700103759765625, loss is : 0.9796140514725027
batch No.1353, time cost : 5.31689190864563, loss is : 0.70692311679975
batch No.1354, time cost : 5.3270347118377686, loss is : 0.8857038414437065
batch No.1355, time cost : 5.3354833126068115, loss is : 0.613552385412778
batch No.1356, time cost : 5.315624952316284, loss is : 0.936045983069073
batch No.1357, time cost : 5.337388038635254, loss is : 0.7106712511713023
batch No.1358, time cost : 5.350374460220337, loss is : 0.6606247998105709
batch No.1359, time cost : 5.305379629135132, loss is : 0.6966570860970509
batch No.1360, time cost : 5.332571983337402, loss is : 1.0300040845242426
batch No.1361, time cost : 5.309083700180054, loss is : 0.8174442911583559
batch No.1362, time cost : 5.330600023269653, loss is : 1.0785242331514875
batch No.1363, time cost : 5.348780870437622, loss is : 1.0612004341431827
batch No.1364, time cost : 5.2972517013549805, loss is : 0.8761829166135169
batch No.1365, time cost : 5.305849552154541, loss is : 0.34776086590114097
batch No.1366, time cost : 5.316315650939941, loss is : 0.9748665687251112
batch No.1367, time cost : 5.3388402462005615, loss is : 0.6488594435410081
batch No.1368, time cost : 5.3603355884552, loss is : 0.6700653143826064
batch No.1369, time cost : 5.3057849407196045, loss is : 0.6076073652771259
batch No.1370, time cost : 5.3086535930633545, loss is : 1.022492462140375
batch No.1371, time cost : 5.323941469192505, loss is : 0.6537688548272832
batch No.1372, time cost : 5.985918760299683, loss is : 0.4720996985341269
batch No.1373, time cost : 5.476677894592285, loss is : 0.6385451688264738
batch No.1374, time cost : 6.348693132400513, loss is : 0.822365997005919
batch No.1375, time cost : 5.861475706100464, loss is : 0.8150048911916206
batch No.1376, time cost : 5.434992790222168, loss is : 0.7400329170291063
batch No.1377, time cost : 5.360407114028931, loss is : 0.8326703504717989
batch No.1378, time cost : 5.3557515144348145, loss is : 0.7671489237534272
batch No.1379, time cost : 5.3213584423065186, loss is : 0.8090094862481844
batch No.1380, time cost : 5.323597431182861, loss is : 0.5982827486939161
batch No.1381, time cost : 5.343617677688599, loss is : 0.6958805405556399
batch No.1382, time cost : 5.311302900314331, loss is : 0.8963176506906622
batch No.1383, time cost : 5.336930274963379, loss is : 0.8742173192416028
batch No.1384, time cost : 5.340320348739624, loss is : 0.698776811197589
batch No.1385, time cost : 6.001976013183594, loss is : 1.1174868240611957
batch No.1386, time cost : 5.744633913040161, loss is : 0.8137712505304305
batch No.1387, time cost : 5.46230411529541, loss is : 1.054608628584573
batch No.1388, time cost : 5.630492925643921, loss is : 0.6565114040659835
batch No.1389, time cost : 5.69147801399231, loss is : 0.6016387846772748
batch No.1390, time cost : 5.482907295227051, loss is : 0.7844913725192841
batch No.1391, time cost : 5.296724319458008, loss is : 0.8830567401181771
batch No.1392, time cost : 5.305280685424805, loss is : 0.7699770486850334
batch No.1393, time cost : 5.322222709655762, loss is : 0.7156427202947182
batch No.1394, time cost : 5.323580265045166, loss is : 0.589916781321856
batch No.1395, time cost : 5.309418439865112, loss is : 0.8873893539807864
batch No.1396, time cost : 5.279031038284302, loss is : 0.47970949424734977
batch No.1397, time cost : 5.323331117630005, loss is : 0.8280263619056659
batch No.1398, time cost : 5.342706918716431, loss is : 0.6027669102745223
batch No.1399, time cost : 5.297005891799927, loss is : 0.6332441889460874
batch No.1400, time cost : 5.280476093292236, loss is : 0.9228997701575419
batch No.1401, time cost : 5.343718767166138, loss is : 0.9062535538901333
batch No.1402, time cost : 5.3245227336883545, loss is : 0.8359660586976474
batch No.1403, time cost : 5.33390736579895, loss is : 0.5246243897899594
batch No.1404, time cost : 5.368363857269287, loss is : 0.47473859505064986
batch No.1405, time cost : 5.285715818405151, loss is : 0.5651636449875153
batch No.1406, time cost : 5.295562028884888, loss is : 0.6470936964944767
batch No.1407, time cost : 5.318988561630249, loss is : 0.7083007194476697
batch No.1408, time cost : 5.313554525375366, loss is : 0.7060271159588096
batch No.1409, time cost : 5.326195955276489, loss is : 0.5867269053030154
batch No.1410, time cost : 5.856810569763184, loss is : 0.7361341731732715
batch No.1411, time cost : 5.657880544662476, loss is : 0.9499828114685764
batch No.1412, time cost : 5.629392385482788, loss is : 0.6872904430945378
batch No.1413, time cost : 5.29988431930542, loss is : 0.4749946822679703
batch No.1414, time cost : 5.291078805923462, loss is : 0.6873841811101518
batch No.1415, time cost : 5.323722839355469, loss is : 0.6745220391252198
batch No.1416, time cost : 5.305246114730835, loss is : 0.9133300821694625
batch No.1417, time cost : 5.459948539733887, loss is : 0.7635373124120455
batch No.1418, time cost : 5.367625951766968, loss is : 0.7602081877770923
batch No.1419, time cost : 5.31397271156311, loss is : 0.9282793558120119
batch No.1420, time cost : 5.311482191085815, loss is : 0.6736736948231823
batch No.1421, time cost : 5.600559949874878, loss is : 0.7889333225069635
batch No.1422, time cost : 5.441831111907959, loss is : 0.4628596321389701
batch No.1423, time cost : 5.4348533153533936, loss is : 0.6948950333587633
batch No.1424, time cost : 5.505046367645264, loss is : 0.6760373321716089
batch No.1425, time cost : 5.496463298797607, loss is : 1.0332133086411637
batch No.1426, time cost : 5.301337480545044, loss is : 0.9446095453951386
batch No.1427, time cost : 5.343456745147705, loss is : 0.9828819126572363
batch No.1428, time cost : 5.661306619644165, loss is : 0.5035115077560669
batch No.1429, time cost : 5.522728443145752, loss is : 0.9706855580584024
batch No.1430, time cost : 5.40137243270874, loss is : 0.6888880848266683
batch No.1431, time cost : 5.442209243774414, loss is : 0.8173473363103405
batch No.1432, time cost : 5.463816404342651, loss is : 0.4854668526789807
batch No.1433, time cost : 5.486499786376953, loss is : 1.094601624763307
batch No.1434, time cost : 5.289712429046631, loss is : 0.8128309479815232
batch No.1435, time cost : 5.370329141616821, loss is : 0.7965750441483047
batch No.1436, time cost : 5.366236448287964, loss is : 0.5331094434127871
batch No.1437, time cost : 5.34139347076416, loss is : 0.8125747602526191
batch No.1438, time cost : 5.319397211074829, loss is : 0.6172319008858869
batch No.1439, time cost : 5.362023591995239, loss is : 0.5304967530595179
batch No.1440, time cost : 5.795985460281372, loss is : 0.47311158836417194
batch No.1441, time cost : 5.365328073501587, loss is : 0.529602416338495
batch No.1442, time cost : 5.555678844451904, loss is : 0.5946034578596775
batch No.1443, time cost : 5.4178643226623535, loss is : 0.7156104192212518
batch No.1444, time cost : 5.372390508651733, loss is : 0.5843947357715171
batch No.1445, time cost : 5.3384130001068115, loss is : 0.7005302322767406
batch No.1446, time cost : 5.362427234649658, loss is : 0.3808384181547512
batch No.1447, time cost : 5.452017784118652, loss is : 0.7830597129428216
batch No.1448, time cost : 5.333570718765259, loss is : 0.6940890849631569
batch No.1449, time cost : 5.349026679992676, loss is : 0.8117357359418905
batch No.1450, time cost : 5.34012246131897, loss is : 0.7531067702620077
batch No.1451, time cost : 5.351177930831909, loss is : 0.7461269943366967
batch No.1452, time cost : 5.362640380859375, loss is : 0.7004623986449431
batch No.1453, time cost : 5.344749450683594, loss is : 0.8686783674973221
batch No.1454, time cost : 5.370604753494263, loss is : 0.3682821349281442
batch No.1455, time cost : 5.360107898712158, loss is : 0.6693531777260878
batch No.1456, time cost : 5.3384668827056885, loss is : 0.9544246130276541
batch No.1457, time cost : 5.317500829696655, loss is : 0.8848684232732971
batch No.1458, time cost : 5.347707748413086, loss is : 0.5747893939013198
batch No.1459, time cost : 5.315605401992798, loss is : 0.929552216099172
batch No.1460, time cost : 5.332103252410889, loss is : 0.91929191701081
batch No.1461, time cost : 5.345410108566284, loss is : 0.627097562269916
batch No.1462, time cost : 5.3229660987854, loss is : 0.7056209640822259
batch No.1463, time cost : 5.3572001457214355, loss is : 0.9614275363963707
batch No.1464, time cost : 5.338550329208374, loss is : 0.9401060398040646
batch No.1465, time cost : 5.353927373886108, loss is : 0.9416928264437514
batch No.1466, time cost : 5.325746059417725, loss is : 0.45334526266526426
batch No.1467, time cost : 5.447004318237305, loss is : 0.6088651573113029
batch No.1468, time cost : 5.348999738693237, loss is : 0.8566211446494342
batch No.1469, time cost : 5.312408924102783, loss is : 0.8463144192188096
batch No.1470, time cost : 5.3224945068359375, loss is : 0.7618166558722929
batch No.1471, time cost : 5.323301792144775, loss is : 0.8520658662525392
batch No.1472, time cost : 5.3045759201049805, loss is : 0.8221932386374629
batch No.1473, time cost : 5.333364963531494, loss is : 0.7438220348233753
batch No.1474, time cost : 5.338860988616943, loss is : 0.5566245112447499
batch No.1475, time cost : 5.340526103973389, loss is : 0.5998218976948305
batch No.1476, time cost : 5.355931282043457, loss is : 0.6313144682432175
batch No.1477, time cost : 5.338473796844482, loss is : 0.9136695054156795
batch No.1478, time cost : 5.352119207382202, loss is : 0.6794781899924653
batch No.1479, time cost : 5.355535984039307, loss is : 0.6953086963476586
batch No.1480, time cost : 5.319603204727173, loss is : 0.5052612011036786
batch No.1481, time cost : 5.329879999160767, loss is : 0.6941515364360238
batch No.1482, time cost : 5.8344104290008545, loss is : 0.5416445439391562
batch No.1483, time cost : 5.727900743484497, loss is : 0.7551245754123368
batch No.1484, time cost : 5.567037582397461, loss is : 1.0553854950256072
batch No.1485, time cost : 5.481616497039795, loss is : 0.49851500514912306
batch No.1486, time cost : 5.468399524688721, loss is : 0.5470078365726113
batch No.1487, time cost : 5.445623397827148, loss is : 0.5811244180519601
batch No.1488, time cost : 5.425609827041626, loss is : 1.0579542982787484
batch No.1489, time cost : 5.318192481994629, loss is : 0.9615729032455698
batch No.1490, time cost : 5.356651544570923, loss is : 1.0268714293480112
batch No.1491, time cost : 5.428160667419434, loss is : 0.5395047935717915
batch No.1492, time cost : 5.408489942550659, loss is : 0.7521856315135111
batch No.1493, time cost : 5.438465595245361, loss is : 0.4490747465212223
batch No.1494, time cost : 5.416820526123047, loss is : 0.5230374634753303
batch No.1495, time cost : 5.448853015899658, loss is : 0.7429681638661867
batch No.1496, time cost : 5.553414344787598, loss is : 0.5695424696862847
batch No.1497, time cost : 5.7446370124816895, loss is : 0.9257952446547109
batch No.1498, time cost : 5.47479248046875, loss is : 0.47260221430980404
batch No.1499, time cost : 5.329611778259277, loss is : 0.9003923447853869
batch No.1500, time cost : 5.3127570152282715, loss is : 0.6628435582051506
batch No.1501, time cost : 5.286178827285767, loss is : 0.5264774193529724
batch No.1502, time cost : 5.2731242179870605, loss is : 0.6506222229357943
batch No.1503, time cost : 5.347732067108154, loss is : 0.9466780193164446
batch No.1504, time cost : 5.3328893184661865, loss is : 0.8530900988025332
batch No.1505, time cost : 5.327038764953613, loss is : 0.5901521685746787
batch No.1506, time cost : 5.437899827957153, loss is : 0.9402481050104077
batch No.1507, time cost : 5.955271005630493, loss is : 0.7877591853370065
batch No.1508, time cost : 5.38798713684082, loss is : 0.6776812115052527
batch No.1509, time cost : 5.484931945800781, loss is : 0.9572298113770512
batch No.1510, time cost : 5.401386737823486, loss is : 0.3894634962021581
batch No.1511, time cost : 5.46848726272583, loss is : 0.93366246692724
batch No.1512, time cost : 5.4561309814453125, loss is : 0.5581596905892006
batch No.1513, time cost : 5.38151216506958, loss is : 0.8215677120822997
batch No.1514, time cost : 5.321229934692383, loss is : 0.7994441626932332
batch No.1515, time cost : 5.314493417739868, loss is : 0.804156673610763
batch No.1516, time cost : 5.323615074157715, loss is : 0.49065622338096626
batch No.1517, time cost : 5.420954942703247, loss is : 0.611156308486849
batch No.1518, time cost : 5.410379648208618, loss is : 0.7881336128209147
batch No.1519, time cost : 5.345161199569702, loss is : 0.5851948605340056
batch No.1520, time cost : 5.923856973648071, loss is : 0.5062006893186393
batch No.1521, time cost : 5.506327867507935, loss is : 0.7441026031919822
batch No.1522, time cost : 5.305260181427002, loss is : 0.907952806933386
batch No.1523, time cost : 5.425000905990601, loss is : 0.8129198242132762
batch No.1524, time cost : 6.7344982624053955, loss is : 0.5655099687122463
batch No.1525, time cost : 7.271947145462036, loss is : 0.505685397959777
batch No.1526, time cost : 6.165935039520264, loss is : 0.7114656238605764
batch No.1527, time cost : 5.942414999008179, loss is : 0.4566520095540184
batch No.1528, time cost : 6.9815514087677, loss is : 0.48263345353107956
batch No.1529, time cost : 6.1147730350494385, loss is : 0.7498547883124291
batch No.1530, time cost : 5.605194330215454, loss is : 1.1678298797372801
batch No.1531, time cost : 5.3758955001831055, loss is : 0.8625677456768159
batch No.1532, time cost : 5.385725975036621, loss is : 0.5403660488886091
batch No.1533, time cost : 5.31066107749939, loss is : 0.8649087837606662
batch No.1534, time cost : 5.3021605014801025, loss is : 0.5812914192952199
batch No.1535, time cost : 5.348907232284546, loss is : 0.8139401326830747
batch No.1536, time cost : 5.417919158935547, loss is : 0.8375401479659303
batch No.1537, time cost : 5.50864315032959, loss is : 0.641682683912482
batch No.1538, time cost : 5.3264124393463135, loss is : 0.5230608879313705
batch No.1539, time cost : 5.323554992675781, loss is : 0.8209622342720959
batch No.1540, time cost : 5.2835533618927, loss is : 0.5371019670682928
batch No.1541, time cost : 5.2840964794158936, loss is : 0.6454175920183614
batch No.1542, time cost : 5.312038421630859, loss is : 0.740656639150088
batch No.1543, time cost : 5.331841230392456, loss is : 0.677154091651426
batch No.1544, time cost : 5.518656015396118, loss is : 0.6535607826985996
batch No.1545, time cost : 5.764361381530762, loss is : 0.6679218351651697
batch No.1546, time cost : 5.781648635864258, loss is : 0.759092303525689
batch No.1547, time cost : 5.349981069564819, loss is : 0.7852525201843072
batch No.1548, time cost : 5.371789455413818, loss is : 0.6520623838266089
batch No.1549, time cost : 5.343587875366211, loss is : 1.0870068681297962
batch No.1550, time cost : 5.300668001174927, loss is : 0.6878653231960956
batch No.1551, time cost : 5.303927898406982, loss is : 0.8511575982692642
batch No.1552, time cost : 5.334889650344849, loss is : 0.8654738179316326
batch No.1553, time cost : 5.320852041244507, loss is : 0.7368340088952684
batch No.1554, time cost : 5.298025608062744, loss is : 0.940085731142426
batch No.1555, time cost : 5.605375289916992, loss is : 0.9315024650382543
batch No.1556, time cost : 5.389341831207275, loss is : 0.6773752355617864
batch No.1557, time cost : 5.356388092041016, loss is : 0.5245558042122682
batch No.1558, time cost : 5.336029767990112, loss is : 0.6981570150617187
